HUM	Who gave us the `` Rolling Writer '' ?
DESC	What are the Poconos ?
DESC	What is form drag ?
NUM	What is the gestation period for human pregnancies ?
NUM	What is the chromosome number of an elephant ?
ENTY	What are close encounters of the first and second kind ?
ENTY	What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?
ENTY	What 's the Hungarian word for pepper ?
LOC	Where in the Bible does it tell about Jesus Christ 's brothers and sisters ?
ENTY	What meter did Shakespeare use in writing : `` To be , or not to be , that is the question.. . '' ?
HUM	What famous soldier was born in Europe , died in Asia , and was laid to rest in Africa ?
NUM	How many miles of veins are in the circulatory system ?
LOC	What was the highest mountain on earth before Mount Everest was discovered ?
LOC	Where is the Valley of the Kings ?
NUM	How many countries watch MTV Europe ?
NUM	How much money was the minimum wage in 1991 ?
ENTY	What is the name of the medical condition in which a baby is born without a brain ?
LOC	What body of water does the Yukon River empty into ?
LOC	Where can I find information about touring the Philippines ?
HUM	Who first broke the sound barrier ?
HUM	What South African producer had a 1988 profit of $836 million ?
DESC	What is ` Last Chance for Animals ' ?
NUM	How much money did the Marcos steal from their country ?
NUM	How many corners does a spritsail have ?
NUM	In what year did Joe DiMaggio compile his 56-game hitting streak ?
HUM	What terrorist group was headed by Donald DeFreeze ?
HUM	Name the tree growing company .
HUM	Which college did Dikembe Mutombo play basketball at ?
DESC	What effect does LSD have on the brain ?
HUM	Who was Jinnah ?
ENTY	What two vessels fought the first sea battle between iron-covered ships ?
HUM	What task does the Bouvier breed of dog perform ?
ENTY	What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?
ENTY	What novel inspired the movie BladeRunner ?
LOC	Where are the busiest ports in the world ?
NUM	How old is singer Freedy Johnston ?
ABBR	What does NASDAQ stand for ?
HUM	What school does Tom attend in Tom Brown 's School Days ?
LOC	What canal does the Thatcher Ferry Bridge span ?
LOC	What 's the nearest star to Earth ?
DESC	What is splatterpunk ?
ENTY	What book does Holden Caulfield appear in ?
ENTY	What were popular songs and types of songs in the 1920s ?
ENTY	What is a fear of speaking ?
DESC	How does the car in `` Christine '' become possessed ?
DESC	How is carbon dioxide removed from natural gas ?
ENTY	What interesting method was used to run the credits in the early Popeye cartoons ?
NUM	How fast is a 45Mhz processor ?
HUM	What name does the world know Renaissance artist Kyriakos Theotokopoulos by ?
LOC	What London museum features a Chamber of Horrors ?
HUM	Whose video is titled Shape Up with Arnold ?
NUM	What was Einstein 's IQ ?
HUM	President Bush compared Saddam Hussein to whom ?
ENTY	Name a flying mammal .
DESC	What is a tonne ?
HUM	Who won the Superbowl in ?
DESC	What is the difference between microprocessors & microcontrollers ?
DESC	Why are there letters on the telephone ? Why are there no Q or Z ?
ENTY	What is the brand name of the chemical daminozide ?
DESC	What is hydroelectricity ?
ENTY	What was the name of the `` Little Rascals '' dog ?
HUM	Who was Ezra Taft Benson ?
ABBR	What does NASA stand for ?
ENTY	What are the wolverine habits ?
LOC	What sprawling U.S. state boasts the most airports ?
LOC	Where can I find the best free evidence for debate about Russia ?
ENTY	What are the chemicals used in glowsticks ?
ABBR	What is RAM in the computer ?
ENTY	What creature scares people in the film `` Jaws '' ?
ENTY	What does the method called `` cold fusion '' create ?
NUM	What year did Degas create the bronze sculpture , `` Fourth Position Front ? ''
NUM	How long is the world 's largest ship , in meters ?
ENTY	What is it that walks on four legs , then on two legs , then on three ?
ENTY	What vowel do all Esperanto nouns end in ?
NUM	What is the latitude and longitude of El Paso , Texas ?
LOC	What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?
LOC	Where can I buy a good snowboard for less than $200 ?
ENTY	What net game sees its women 's world amateur champions receive the Uber Cup ?
LOC	Where is Santa Lucia ?
DESC	What 's the meaning of UOL ?
LOC	Where is the Mayo Clinic ?
DESC	What is `` dew point '' ?
HUM	Who is Langston Hughes ?
LOC	What is the capital of Kosovo ?
NUM	How many emperors were there in the Roman Empire ?
DESC	What is the difference between a board of directors and an advisory board ?
NUM	When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?
DESC	What happens when lightning strikes a body of water ?
LOC	Where is former Pro wrestler Johnny `` Rubber Man '' Walker ?
HUM	What writer is famous for physically putting himself into the center of his subject matter ?
DESC	What are the seven virtues ?
HUM	Name the two youngsters saved by the animated Moby Dick .
ENTY	What is the recipe for Eggs Benedict ?
DESC	How do you get rid on woodpeckers ?
DESC	How can you contact play producers and promoters on-line ?
ENTY	What are the Cleveland Indians also called ?
DESC	Why are the rooftops in Canada green ?
DESC	What was an `` Asiento '' ?
DESC	What would happen to Canada if Quebec separated ?
HUM	What female faith healer wrote the inspirational book I Believe in Miracles ?
HUM	Who invented the road traffic cone ?
LOC	What is the location of McCarren Airport ?
DESC	What is a common dolphin ?
LOC	Where is the biggest bell ?
DESC	What is the `` fourth dimension '' ?
LOC	What is the nickname of Pennsylvania ?
ENTY	What is a fear of sourness ?
ENTY	What feud ended with a marriage in Kentucky on March 21 , 1891 ?
HUM	What famous comedian recently tried without success to revive the play ?
HUM	What is Jimmy Olsen 's full name ?
ENTY	What is 55 times sweeter than cane sugar ?
ENTY	What is the fear of frogs ?
HUM	What is Li 'l Abner 's last name ?
LOC	Where can I find information on becoming a journalist ?
LOC	What is the U.S. location of Procter & Gamble corporate offices ?
HUM	Who won two gold medals in skiing in the Olympic Games in Calgary ?
NUM	What was the number of people that Randy Steven Craft was convicted of killing ?
ENTY	What money was used here ?
ENTY	What are the four natural aids used in riding a horse ?
HUM	What longtime game show host dropped dead while jogging in Central Park in 1984 ?
LOC	Where does Mother Angelica live ?
ENTY	What 's the sequel to Alice 's Adventures in Wonderland ?
HUM	Who was the lawyer for Randy Craft ?
ENTY	What ability has the silkworm moth lost through domestication ?
ENTY	What did the pyramid-builders of Egypt mainly eat ?
ABBR	What is the correct way to abbreviate cc. at the bottom of a business letter ?
ENTY	What was the first TV set to include a remote control ?
DESC	What is a mathematical factor ?
HUM	What California governor said : `` Inaction may be the highest form of action '' ?
ENTY	What is the recipe or formula for Coca-Cola ?
LOC	Where can I get U.S. economic statistics ?
HUM	What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
DESC	Why does the sun shine only a short time in Alaska ?
HUM	Which company that manufactures video-game hardware sells the `` super system '' ?
HUM	Who was the Charlie perfume woman ?
DESC	What do the 12 days of Christmas mean ?
ENTY	What was lost and regained by poet John Milton ?
LOC	Which two states enclose Chesapeake Bay ?
ENTY	What must be exceeded to produce a sonic boom ?
LOC	What was the birthplace of Edgar Allen Poe ?
DESC	What is the AIM-54C Phoenix ?
ENTY	Which infectious disease is the world 's deadliest ?
ENTY	What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions ?
ENTY	What crop failure caused the Irish Famine ?
LOC	What country is the worlds leading supplier of cannabis ?
LOC	What state capital comes last alphabetically ?
DESC	What is the origin of the word `` mushroom '' ?
HUM	Name of heroine in `` Scruples '' ?
ABBR	What does NECROSIS mean ?
LOC	What nationality is a Sicilian ?
HUM	What was the first U.S.-based team in the NHL ?
ENTY	What color Poker chip is usually assigned the lowest value ?
ABBR	What is LMDS ?
DESC	Why does sound travel quicker through water than air ?
ENTY	What war saw battles at Parrot 's Beak and Black Virgin ?
NUM	What year did Montana become a state ?
LOC	What city is found in the city of OZ ?
ENTY	What fastener did Whitcomb Judson patent in 1893 ?
LOC	What Asian city boasts the world 's biggest bowling alley ?
ENTY	What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?
DESC	How can SQL queries be improved ?
LOC	Where was chop suey invented ?
ENTY	What 's the term for any four-sided figure ?
DESC	What effects do nitrates have on the environment ?
NUM	What was the first minimum wage ?
ENTY	What 's the most popular contact lens color ?
ENTY	What is kept in Fort Knox that is so valuable ?
ENTY	What Ernest Hemingway novel had the working title Fiesta ?
ENTY	What were first used by John L. Sullivan and James J. Corbett in 1892 ?
HUM	Who killed Kurt Cobain ?
NUM	When was Hurricane Hugo ?
NUM	What is the population of Arcadia , Florida ?
LOC	Where were the 196 Summer Olympics held ?
DESC	What are Maid-Rites ?
HUM	What famous model was married to Billy Joel ?
HUM	Who portrayed W.C. Fields in the film W.C. Fields and Me ?
DESC	What are the words to the Canadian National anthem ?
HUM	Who sings the themes for `` Dawson 's Creek '' and `` Felicity '' ?
DESC	Why shouldn 't you remove a bee stinger with tweezers ?
DESC	What does the name Jenna mean ?
LOC	In what part of the world is Mozambique ?
ENTY	What Hollywood dog died in the arms of Jean Harlow in 1932 ?
NUM	What are bottle caps with presidents ' pictures inside worth ?
NUM	What month of the year is there no television in Iceland ?
DESC	How do you get to the top of the Eiffel Tower ?
DESC	What is the biblical meaning of ` stones ' ?
ENTY	What does Salk vaccine prevent ?
HUM	What 19th-century painter died in the Marquesas Islands ?
LOC	Where did the sport of caber-tossing originate ?
HUM	Who was with Patricia Hearst the night she was kidnaped ?
DESC	What is a `` repeating voter '' ?
NUM	When will the millennium officially begin ?
LOC	Where is the actress , Marion Davies , buried ?
LOC	Where did the Japanese Imperial Forces surrender to end WWII ?
DESC	How do I find out the exact time of a sunset for a particular day ?
NUM	When did the Carolingian period begin ?
ENTY	What is the trademark of a Washington Redskin 's fan ?
HUM	Who was Santos-Dumont ?
LOC	What is the deepest area of the Arctic Ocean ?
HUM	Name the Ranger who was always after Yogi Bear .
HUM	What organization was founded by the Rev. Jerry Falwell ?
DESC	How do I know someone is truly in love with me ?
LOC	Where can I find a list of `` classic '' books 5th and 6th graders should read ?
DESC	Why can 't you taste anything when you have a cold ?
LOC	What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?
NUM	What 's a perfect score in a gymnastics exercise ?
DESC	Why do USA fax machines not work in UK , NNP ?
DESC	Where did the saying `` rule of thumb '' come from ?
HUM	Who moderated the first Kennedy-Nixon TV debate ?
HUM	What are the only players eligible to score points in Roller Derby called ?
ENTY	What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?
LOC	What 's the closest G2 Spectrum Yellow Dwarf to Earth ?
ENTY	What movie tour of the Roman empire features the admonition : `` Row well and live '' ?
HUM	What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?
ENTY	Which mosquito 's bite draws blood , DT NN CC DT NN .
LOC	Where can I get mailing lists ?
DESC	What is Srpska Krajina ?
HUM	What apostle is Taylor Caldwell 's Great Lion of God ?
ENTY	What are the 7 principles of learning from the Institute for Research on Learning , IRL ?
LOC	Where do you find information about the Queensland National Competition Policy
LOC	What is the capital of California ?
HUM	What does Larry King do for a living ?
ENTY	What is a camel hair brush actually made out of ?
HUM	What is the name of a Greek god ?
DESC	What is the origin of the word `` tampon '' ?
NUM	What month 's third weekend is the Monterey Jazz Festival held on ?
ENTY	What civil war was fought between 1936 and 1939 ?
HUM	What is the real name of the singer , Madonna ?
DESC	How do I find a web address for a company ?
LOC	What are all the rivers in Europe ?
HUM	Who killed Lee Harvey Oswald ?
LOC	What are the only two states that incorporate the Confederate battle flag in their flags ?
HUM	What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?
LOC	What country was A Terrible Beauty to Leon Uris ?
LOC	What is George Lucas 's e-mail address ?
NUM	How many thousands of students attend the University of Massachusetts ?
DESC	What is the origin of `` jiggy '' as in getting jiggy with it ?
ENTY	What are some of Australia 's native flora ?
NUM	Boxing Day is celebrated on what date ?
ENTY	What kind of rocket launched the Surveyor spacecraft ?
NUM	What is the chemical reactivity of neon ?
ENTY	What is the largest snake in the world ?
HUM	What Good Little Witch is Casper 's girlfriend ?
DESC	What do you need to do to marry someone in jail ?
ENTY	What is a fear of rejection ?
NUM	What was the target rate for M3 growth in 1992 ?
NUM	When did Gothic art and architecture flourish ?
HUM	What is Nathan Hamill 's role in the new Star Wars prequel ?
ENTY	What is a fear of insanity ?
DESC	How does the speed the magnet spins in a generator affect the output of the generator ?
DESC	What is a Chinese `` spouting '' bowl ?
HUM	Who is behind the name of the Harvey Wallbanger drink ?
ENTY	What does saliva consist of ?
HUM	What level of government or governmental agency is responsible for dealing with racism ?
DESC	Why is the word `` abbreviation '' so long ?
NUM	When did the supercontinent Pangaea break up ?
HUM	Who created the character of Scrooge ?
DESC	How is the new Ford Econoline van F25 V1 engine ?
LOC	Jackson Pollock is of what nationality ?
ENTY	What series of trials followed World War II ?
NUM	How many queen bees reign in a hive ?
LOC	What country is Mount Everest in ?
HUM	Who shot Billy the Kid ?
DESC	What is the contents of proposition 98 ?
DESC	How does rabies spread ?
LOC	What nation boarders Mozambique ?
DESC	What is the history of skateboarding ?
HUM	Who created Big Ben ?
DESC	Where did the name root beer come from ?
LOC	Where do the adventures of `` The Swiss Family Robinson '' take place ?
DESC	Shea and Gould closed their Los Angeles office for what reason ?
LOC	Where can I find the status of my tax return ?
ENTY	What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
ABBR	What does CPR stand for ?
DESC	What are the Baltic States ?
DESC	What made Jane Goodall famous ?
DESC	Where did marijuana come from ?
ENTY	What Italian liner was hijacked in 1985 ?
ENTY	What game is fatal to anybody over 21 ?
ENTY	What are the titles of some R-Rated Sony Playstation games ?
NUM	How much caffeine is in a 16 oz cup of coffee ?
NUM	How many tenths of the Earth 's surface lie under water ?
ENTY	What is the world 's best selling cookie ?
DESC	Why do people in the upper peninsula of Michagin say `` eh ? '' ?
HUM	What actor learned to play the saxophone and speak Russian for a role in a movie ?
LOC	What nationality was Jackson Pollock ?
HUM	Who is the voice of Miss Piggy ?
DESC	What excuse did the NATO people give for hitting the Chinese embassy ?
ENTY	What religion has the most members ?
NUM	What is the highest number of home runs on record for any one game ?
HUM	Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?
DESC	What is `` Chicago Hope '' ?
HUM	Who was the first Taiwanese President ?
ENTY	What are the developmental stages of a swimmer ?
HUM	Who was Confucius ?
DESC	What are the benefits of home school ?
NUM	When were the Olympic Games in which Nadia Comaneci became popular played ?
DESC	What was the reason for the partition of the Anglican and Vatican churches ?
DESC	What is the purpose of a car bra ?
ENTY	What 's the name of a golf course in Myrtle Beach ?
ENTY	What kind of file has the extension .dbf ?
ENTY	What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?
HUM	Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?
DESC	What is a geoscientist ?
DESC	How can you stop the itch from poison ivy ?
HUM	Who does the voices of the Simpsons ?
HUM	Who 's the only U.S. president to have won a Pulitzer Prize ?
NUM	Dialing , 900 , 740-TREE to have a tree planted will cost how much ?
HUM	Who plays the cop in the movie `` Kindergarten Cop '' ?
HUM	Who wrote ` Dubliners ' ?
DESC	How do birds find their way back to the same place every year ?
ENTY	What are Halloween 's colors ?
LOC	What German city do Italians call The Monaco of Bavaria ?
DESC	What is white chocolate ?
ENTY	What is a softball made of ?
DESC	What is an example of an actual case of using the Fourteenth Amendment ?
DESC	Why did the Globe Theatre burn down ?
ENTY	What beer tells us , `` Grab all the gusto you can get . '' ?
DESC	What happened to Moon Maiden ?
NUM	What is the exchange rate between England and the U.S. ?
HUM	Who is Prince Naseem Hamed ?
LOC	What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?
LOC	What country has the largest sheep population ?
HUM	Which Vietnamese terrorist is now a UN delegate in Doonesbury ?
LOC	Where was George Washington born ?
HUM	Who wrote ` The Pines of Rome ' ?
NUM	How many web servers are there ?
HUM	What record company produced the 1978 movie The Wiz ?
DESC	Why does a candle need a wick ?
HUM	What English queen had six fingers on one hand ?
ENTY	What is the best way to travel in Japan ?
LOC	What are the three most populated countries in the world ?
NUM	When did Mount St. Helens last erupt ?
DESC	What 's the staff of life mentioned in the Lord 's Prayer ?
ENTY	What 's the most popular form of gambling with women in Las Vegas ?
HUM	What Cherokee Indian gave his name to a tree ?
NUM	How much in miles is a ten K run ?
ENTY	What did Jack exchange with the butcher for a handful of beans ?
LOC	What are the world 's four oceans ?
ENTY	What poem contains the line , `` grow old with me the best is yet to be '' .
ENTY	What English word comes from the Old French covrefeu , meaning cover fire ?
ENTY	What color is Chablis ?
ENTY	What international amateur sports spectacle was first telecast in 1956 ?
NUM	How many propellers helped power the plane the Wright brothers flew into history ?
DESC	What are you hearing when you put a seashell to your ear ?
ENTY	What is the most expensive car in the world ?
HUM	What was the name of the lawyer who represented Randy Craft ?
ENTY	What astronomical phenomenon takes place in Jan. 1999 ?
DESC	Where did the term `` 86 '' come from ?
HUM	Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
NUM	How far do you have to run if you hit a home run ?
ENTY	What was the name of the ball game played by the mayans ?
ENTY	What do you call a date that contains sequencing numbers , like 9-8-98 ?
DESC	What are snowballs to a hot-rodder ?
DESC	How do you determine heating requirements for your home ?
DESC	What is cunnilingus ?
LOC	What country boasts Ismail 's Palace and the Palace of King Farouk ?
DESC	What is a ` borrow pit ' ?
ENTY	What 's another word that means `` knows all '' ?
HUM	Name the various super-teams to which the Angel has belonged .
NUM	How many years of schooling after highschool does it take to become a neurosurgeon ?
DESC	What does gringo mean ?
NUM	What is the average life expectancy of a male in Ireland in 1996 ?
DESC	What does the term `` spaghetti western '' mean ?
NUM	How many trees go into paper making in a year ?
DESC	What are chloroplasts ?
NUM	How fast must a spacecraft travel to escape Earth 's gravity ?
DESC	What is spaceball played on ?
NUM	What is the population of the largest Chilean city
HUM	What was the name of the Titanic 's captain ?
ENTY	What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?
DESC	How do you match a name to a social security number ?
LOC	Where is the largest post office building in the world ?
NUM	How many people own pets ?
NUM	When did Thatcher become prime minister ?
ENTY	What was spawned the term `` MiG Alley '' ?
HUM	What is Drew Barrymore 's middle name ?
NUM	How many people are there in the world ?
DESC	What makes a clitoris sensitive ?
NUM	How many people in the world speak French ?
HUM	What university was Woodrow Wilson President of ?
DESC	What is titanium ?
ENTY	What color bottles do good Rhine wines come in ?
LOC	What city boasts Penn 's Landing , on the banks of the Delaware river ?
ENTY	What concerts are held in New York this week ?
HUM	What baseball great plugged Mr. Coffee ?
NUM	How many degrees cooler is the inside of a cucumber than the air outside ?
LOC	What are all the southern states of the U.S. ?
NUM	In what year did Hitler gain power of Germany ?
DESC	What was the first Funk 'N Lata , Brazilian group , success ?
ENTY	What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?
HUM	Name the first Russian astronaut to do a spacewalk .
ENTY	What kind of creature is a coot ?
HUM	Who is Pia Zadora 's millionaire husband and mentor ?
DESC	What is a hormone ?
ENTY	Which thrilled taste buds first - Snickers or 3 Musketeers ?
DESC	What is the classic definition of tragic hero ?
LOC	What Peruvian city is home to the mummified body of Francisco Pizarro ?
NUM	What is the all-time stock high of Apple Computer , and where can I find this information ?
DESC	Why was the zipper invented ?
ENTY	What is the most commonly used 1 letter word in the English language ?
DESC	How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?
HUM	Who killed more people , Hitler or Stalin ?
DESC	What was the claim to fame of the football game that saw Fordham defeat Waynesburg State 12601 on September 3 , 1939 ?
HUM	Who is the President of Pergament ?
DESC	What is Occam 's Razor ?
NUM	How big is Australia ?
LOC	The Orange Bowl is located in what city ?
DESC	What is the difference between a bottle and a jar ?
DESC	What is a person 's socioeconomic position ?
HUM	What basketball player is credited with 23 , 924 rebounds ?
NUM	What number is at 12 o 'clock on a dartboard ?
DESC	What happened to Pepsi Clear ?
HUM	What actress starred in `` The Lion in Winter '' ?
ENTY	What is the most advanced handheld calculator in the world ?
NUM	Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?
LOC	What is the address of the famous Mexican star `` Thalia '' ?
DESC	What was the outcome of the 1945 Yalta Conference ?
HUM	What French leader sold Louisiana to the United States ?
HUM	Who is the president of the Spanish government ?
LOC	Where can I find a `` Fifth Element '' screensaver ?
DESC	What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?
NUM	How many meters are in a mile ?
DESC	What is the difference between the Koran and The Bible ?
DESC	What is `` the washed vodka '' ?
ENTY	What has to be produced in a writ of habeas corpus ?
HUM	Who is the leader of Brunei ?
DESC	Hazmat stands for what ?
ENTY	What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?
NUM	How fast can a Corvette go ?
DESC	What 's a male `` cuckquean '' ?
NUM	How many colors was the 1940s collectible called a Donald Duck Rubber Boat ?
NUM	How many people did Randy Craft kill ?
LOC	Where can I find lyrics for R&B ?
HUM	Who penned : `` Neither a borrower nor a lender be '' ?
ENTY	What 's an easy way to count the approximate number of fish in a lake ?
LOC	What island group contains Jersey , Guernsey , Sark and Herm ?
NUM	How many chemical elements are there ?
LOC	What man-made waterways is 1.76 miles long ?
LOC	What was the tallest building in America in 1922 ?
ENTY	What does a man suffering from diphallic terata have ?
ENTY	What novel did Ian Fleming introduce James Bond in ?
ENTY	What is the formula to calculate pi ?
DESC	How do you fix squeaky floors ?
HUM	What is the most common boy 's or girl 's name ?
DESC	What is the origin of the atom ?
LOC	What city is served by Tempelhol Airport ?
HUM	What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?
DESC	What is the difference between classical conditioning and operant conditioning ?
NUM	What is Dick Clark 's date of birth ?
ENTY	What two vegetables are combined in succotash ?
ENTY	What product on the market is good for hiding facial scars ?
ENTY	What is the chemical formula for napalm ?
HUM	Who asked the musical question : `` Have you ever been to electric lady land ? ''
ENTY	What kind of dog is Scooby Doo ?
DESC	What steps can be taken to prevent diabetes ?
ENTY	What are the components of polyester ?
ENTY	What is the Scotch `` for people who know the difference '' ?
HUM	What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?
NUM	Approximately how many students are enrolled at the University of Massachusetts ?
ENTY	What happened on January 15 , 1969 ?
ENTY	What was a California prayer book to an Old West gambler ?
DESC	How does ultraviolet light damage the DNA of skin cells ?
DESC	Why is Microsoft 's Windows 3 such a successful computer program ?
HUM	Which high schools are included in the South Florida Ice Hockey league ?
LOC	Where is Erykah Badu originally from ?
ENTY	What cocktail do you concoct with whisky and sweet vermouth ?
DESC	How can you tell if someone is lying ?
HUM	Who created private detective Philip Marlowe ?
ENTY	Which hair care product told us `` hate that gray , wash it away '' ?
DESC	Why do we have to go to school ?
ENTY	What 's the largest U.S. agricultural crop by weight ?
NUM	How many Americans fought for the British in the American Revolution ?
LOC	Name a country that is developing a magnetic levitation railway system ?
NUM	When did French revolutionaries storm the Bastille ?
HUM	Who died with more than 1 , 000 U.S. patents to his credit ?
DESC	What is the purpose of BIOS ?
ENTY	What is a fear of everything ?
ENTY	Which mayonnaise refers to itself as `` real '' mayonnaise ?
NUM	How many layers does a bottle of Yoo-Hoo settle into ?
DESC	What causes rust ?
NUM	What is the world population as of today ?
HUM	What occupation has the highest divorce rate ?
DESC	What was Nine Tailors , the television show from 1974 , about ?
NUM	When was the bar-code invented ?
LOC	What city is sometimes called The Athens of Switzerland ?
NUM	In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?
NUM	How many years ago did Led Zeppelin release its last album ?
NUM	When did Princess Diana and Prince Charles get married ?
HUM	Who created the character James Bond ?
LOC	On what avenue is the original Saks department store located ?
DESC	What is an aurora ?
DESC	What is the spectrum of a sine wave ?
LOC	What is the largest county in size in Massachusetts ?
HUM	Who manufactures the software , `` PhotoShop '' ?
DESC	What is the origin of the word `` amen '' ?
DESC	What does Esa-Pekka Salonen look like ?
DESC	What is the poetic meter of blank verse ?
HUM	Who is Malaysia 's 43rd prime minister ?
LOC	Where is McCarren Airport located ?
LOC	Where is Windsor Castle ?
HUM	Name Dondi 's adoptive grandfather .
ABBR	What does the `` c '' stand for in the equation E=mc2 ?
DESC	What 's the difference between J.D. and LL.M. ?
ABBR	What 's the abbreviation for limited partnership ?
HUM	What former major-league left-handed baseball pitcher was known as `` Space Man '' ?
ENTY	What was Dwight Eisenhower 's favorite card game ?
HUM	Saddam Hussein was compared to whom by President Bush ?
LOC	What city is near the mouth of the Amazon ?
ENTY	What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?
ABBR	What does HIV stand for ?
HUM	Who famously rode to warn the people of Massachusetts that the British were coming ?
HUM	Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
ENTY	What was the name of Sergeant Preston of the Yukon 's lead dog ?
HUM	What is Pittsburgh 's baseball team called ?
LOC	What city in Florida is Sea World in ?
DESC	What caused the division between the Anglicans and the Vatican ?
NUM	What is the population of the United States ?
ENTY	What chemicals are used in lethal injection ?
DESC	How do they find or choose witnesses to an execution ?
ENTY	What is a fear of being alone ?
HUM	What Asian leader was known as The Little Brown Saint ?
ENTY	What British TV series inspired All in the Family ?
ENTY	What letter adorns the flag of Rwanda ?
ENTY	What three colors are on the French flag ?
LOC	What country did the Romans call Hibernia ?
NUM	How much did Lucy Van Pelt originally charge for psychiatric sessions ?
NUM	How many muscles does the average adult use when going for a walk ?
ENTY	What magazine paid $5 , 000 for an eight-millimeter film of John F. Kennedy 's assassination ?
DESC	What is the difference between optical and digital video ?
HUM	What future President became Senate majority whip under Harry Truman ?
LOC	Where are 8 of the 10 highest mountains in the world ?
NUM	When was Franklin D. Roosevelt stricken with polio ?
NUM	What is the frequency of VHF ?
ENTY	What did Aaron Hass write ?
ENTY	Which is the largest clock , diameter wise , in Europe ?
NUM	When was the first flush toilet invented ?
ENTY	What is a fear of jealousy ?
DESC	What is the history of Valentine 's Day cards ?
HUM	Woodrow Wilson served as president of what university ?
HUM	Who gave King Arthur the round table ?
NUM	How many movies has Drew Barrymore been in ?
HUM	What famous comic strip character died of acne ?
ENTY	A corgi is a kind of what ?
HUM	What king was forced to agree to the Magna Carta ?
LOC	Where can I find a case on Individuals with Disabilities Education Act of 1991 ?
ENTY	What is a fear of color ?
LOC	In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?
LOC	What country is the setting for Edgar Allan Poe 's The Pit and the Pendulum ?
HUM	Name the food company that traveled to Soviet Georgia to film a series of ads .
ENTY	What impenetrable system of French fortifications was built along the German frontier before World War II ?
ENTY	What is the main ingredient of yogurt ?
ENTY	What shape-shifting menace did Rom come to Earth to fight ?
HUM	Which two inventors invented Post-its ?
LOC	What country offered Albert Einstein its presidency in 1952 ?
LOC	What volcano showers ash on Sicily ?
HUM	Who was the first Holy Roman Emperor ?
ENTY	What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?
ENTY	On what T.V. show could Tom Terrific be found ?
LOC	Where is Amsterdam ?
ENTY	What do river otters eat ?
LOC	Where did the world come from ?
HUM	What group kidnaped Patricia Hearst ?
DESC	How is an executioner determined ?
NUM	When did beethoven die ?
ENTY	What is a fear of shadows ?
NUM	On what date did Rosa Parks Become a symbol of the civil rights movement for refusing to give up her seat on the bus ?
ENTY	What is the English translation for the word `` caliente '' ?
LOC	What countries have the largest areas of forest ?
LOC	Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?
ABBR	What does R.E.M. stand for , as in the rock group R.E.M. ?
LOC	What famed wall supports the Badaling turret ?
HUM	Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?
HUM	Which major diamond producer is based in South Africa ?
DESC	What makes you fat ?
ENTY	What songs were popular in 1948 ?
LOC	What country 's capital is Lagos ?
ENTY	What 's bottled in jeroboams ?
ENTY	In what book can I find the story of Aladdin ?
HUM	Who was the second man to walk on the moon ?
NUM	How long is human gestation ?
NUM	How many mountains have been named for Presidents in the continental USA ?
HUM	What information can you tell me about actor James Cromwell ?
HUM	In the past 8 years who have the MVP players for the NHL been ?
ENTY	What type of currency is used in China ?
DESC	What does e=mc2 mean ?
DESC	How is plastic made ?
DESC	What are Cobol , Fortran , and Pascal ?
HUM	Who was the Russian ambassador to Hungary during the 1956 uprising ?
LOC	Where did cable cars first roll down Clay Street in 1873 ?
LOC	What famed library can you reach by dialing 22-287-5 ?
